rr	n	br	br_guess	method	bias_ci	bias_es	bias_var
RR=1	n=100	br=0.05	guessed br=0.5	dipietrantonj (br)	1	-0.0436201664192449	1.44410629451683
RR=1	n=100	br=0.05	guessed br=0.5	dipietrantonj (random)	1	-0.0436201664192449	1.44410629451683
RR=1	n=100	br=0.05	guessed br=0.5	Grant	0.869133333333333	-0.119683031195425	1.36947371940915
RR=1	n=100	br=0.05	guessed br=0.5	metaumbrella (cases)	1	0	1.61200665597005
RR=1	n=100	br=0.05	guessed br=0.5	metaumbrella (exp)	0.714232988860556	0.00518027143878245	1.44015522979116
RR=1	n=100	br=0.05	guessed br=0.5	OR = RR	1	0.00041964524777573	1.32124180233307
RR=1	n=100	br=0.15	guessed br=0.01	dipietrantonj (br)	1	-0.00141470297497734	0.960743453069103
RR=1	n=100	br=0.15	guessed br=0.01	dipietrantonj (random)	1	-0.00141470297497734	0.960743453069103
RR=1	n=100	br=0.15	guessed br=0.01	Grant	1	-0.00181365581266933	0.925932781991677
RR=1	n=100	br=0.15	guessed br=0.01	metaumbrella (cases)	1	0	0.994648180382554
RR=1	n=100	br=0.15	guessed br=0.01	metaumbrella (exp)	0.854609810665509	-0.0027260645573478	0.994513210926295
RR=1	n=100	br=0.15	guessed br=0.01	OR = RR	1	0.000846549004157152	0.937888240128391
RR=1	n=100	br=0.15	guessed br=0.05	dipietrantonj (br)	1	-0.00117434521398115	0.941610366757927
RR=1	n=100	br=0.15	guessed br=0.05	dipietrantonj (random)	1	-0.00117434521398115	0.941610366757927
RR=1	n=100	br=0.15	guessed br=0.05	Grant	1	-0.0115037528899126	0.895310297234078
RR=1	n=100	br=0.15	guessed br=0.05	metaumbrella (cases)	1	0	0.973799122005421
RR=1	n=100	br=0.15	guessed br=0.05	metaumbrella (exp)	0.852815443190168	-0.00211032707559503	0.982868155567495
RR=1	n=100	br=0.15	guessed br=0.05	OR = RR	1	0.000609986097328633	0.926066679527369
RR=1	n=100	br=0.15	guessed br=0.15	dipietrantonj (br)	1	-0.00136041166394083	0.9586767275954
RR=1	n=100	br=0.15	guessed br=0.15	dipietrantonj (random)	1	-0.00136041166394083	0.9586767275954
RR=1	n=100	br=0.15	guessed br=0.15	Grant	0.999433333333333	-0.0293725656122272	0.900350430304079
RR=1	n=100	br=0.15	guessed br=0.15	metaumbrella (cases)	1	0	0.984161046681382
RR=1	n=100	br=0.15	guessed br=0.15	metaumbrella (exp)	0.848084367908156	-0.000251863311964959	0.995296331430144
RR=1	n=100	br=0.15	guessed br=0.15	OR = RR	1	-0.000419047251402289	0.93932744779223
RR=1	n=100	br=0.15	guessed br=0.5	dipietrantonj (br)	1	-0.0016070247910825	0.946534991024095
RR=1	n=100	br=0.15	guessed br=0.5	dipietrantonj (random)	1	-0.0016070247910825	0.946534991024095
RR=1	n=100	br=0.15	guessed br=0.5	Grant	0.9129	-0.0540510477739335	0.958271216814545
RR=1	n=100	br=0.15	guessed br=0.5	metaumbrella (cases)	1	0	0.983000924528464
RR=1	n=100	br=0.15	guessed br=0.5	metaumbrella (exp)	0.850123588750084	-0.00270301670164551	0.985745330344701
RR=1	n=100	br=0.15	guessed br=0.5	OR = RR	1	0.000335766959817552	0.92734981737189
RR=1	n=100	br=0.5	guessed br=0.01	dipietrantonj (br)	0.983040394696269	-0.067365666303934	0.782000002132526
RR=1	n=100	br=0.5	guessed br=0.01	dipietrantonj (random)	0.999955949077133	0.00126713575746903	0.870241894289301
RR=1	n=100	br=0.5	guessed br=0.01	Grant	0.9998	-0.00101393041338615	0.973608631173695
RR=1	n=100	br=0.5	guessed br=0.01	metaumbrella (cases)	1	0.000335945638551907	0.988206332275282
RR=1	n=100	br=0.5	guessed br=0.01	metaumbrella (exp)	0.999966666666667	-0.000625876318374731	0.985237202013636
RR=1	n=100	br=0.5	guessed br=0.01	OR = RR	0.999833333333333	-2.79321240678592e-05	0.976176649158223
RR=1	n=100	br=0.5	guessed br=0.05	dipietrantonj (br)	0.984316324276563	-0.0667887579896474	0.790177539303473
RR=1	n=100	br=0.5	guessed br=0.05	dipietrantonj (random)	1	0.00162101262759847	0.864835665685925
RR=1	n=100	br=0.5	guessed br=0.05	Grant	0.9997	-0.00396261641701669	0.960471599082704
RR=1	n=100	br=0.5	guessed br=0.05	metaumbrella (cases)	1	0.00037913554499495	0.985542781984105
RR=1	n=100	br=0.5	guessed br=0.05	metaumbrella (exp)	0.999933333333333	-0.000609726764342729	0.978689548473318
RR=1	n=100	br=0.5	guessed br=0.05	OR = RR	0.999766666666667	0.000806322069198789	0.970719403345242
RR=1	n=100	br=0.5	guessed br=0.15	dipietrantonj (br)	0.983079301965982	-0.0672232104614797	0.774903871716987
RR=1	n=100	br=0.5	guessed br=0.15	dipietrantonj (random)	1	0.000913855280423899	0.861508626068245
RR=1	n=100	br=0.5	guessed br=0.15	Grant	0.9999	-0.0132342993563995	0.950096582604189
RR=1	n=100	br=0.5	guessed br=0.15	metaumbrella (cases)	1	0.000327833025271354	0.980429293586542
RR=1	n=100	br=0.5	guessed br=0.15	metaumbrella (exp)	0.999966666666667	-0.000613023484152369	0.976486672214757
RR=1	n=100	br=0.5	guessed br=0.15	OR = RR	0.999833333333333	-0.00129816580382017	0.969659869426151
RR=1	n=100	br=0.5	guessed br=0.5	dipietrantonj (br)	0.983962431330852	-0.0668362952988926	0.771690817731527
RR=1	n=100	br=0.5	guessed br=0.5	dipietrantonj (random)	1	0.00122006900446817	0.858340304755482
RR=1	n=100	br=0.5	guessed br=0.5	Grant	0.997	-0.0237490827305818	0.974246709988175
RR=1	n=100	br=0.5	guessed br=0.5	metaumbrella (cases)	1	0.000307698705793744	0.970432251426265
RR=1	n=100	br=0.5	guessed br=0.5	metaumbrella (exp)	0.999966666666667	-0.000730345047205419	0.964099430070587
RR=1	n=100	br=0.5	guessed br=0.5	OR = RR	0.9998	0.000506650462356889	0.959391948533578
RR=1	n=300	br=0.01	guessed br=0.01	dipietrantonj (br)	1	-0.087566587160526	1.72990676351353
RR=1	n=300	br=0.01	guessed br=0.01	dipietrantonj (random)	1	-0.087566587160526	1.72990676351353
RR=1	n=300	br=0.01	guessed br=0.01	Grant	1	-0.00670149321773662	1.6718168241571
RR=1	n=300	br=0.01	guessed br=0.01	metaumbrella (cases)	1	0	2.1797998864536
RR=1	n=300	br=0.01	guessed br=0.01	metaumbrella (exp)	0.563327731092437	0.021637958407966	1.31967684262036
RR=1	n=300	br=0.01	guessed br=0.01	OR = RR	1	8.62183689238086e-06	1.77147304216419
RR=1	n=300	br=0.01	guessed br=0.05	dipietrantonj (br)	1	-0.0858548315740267	1.74593540391083
RR=1	n=300	br=0.01	guessed br=0.05	dipietrantonj (random)	1	-0.0858548315740267	1.74593540391083
RR=1	n=300	br=0.01	guessed br=0.05	Grant	1	-0.0298071065703559	1.54946689582831
RR=1	n=300	br=0.01	guessed br=0.05	metaumbrella (cases)	1	0	2.18843991874779
RR=1	n=300	br=0.01	guessed br=0.05	metaumbrella (exp)	0.564951638903815	0.0212919432324007	1.32387255490843
RR=1	n=300	br=0.01	guessed br=0.05	OR = RR	1	-3.30354315427698e-05	1.7817293523306
RR=1	n=300	br=0.01	guessed br=0.15	dipietrantonj (br)	1	-0.085880997460308	1.75735481519113
RR=1	n=300	br=0.01	guessed br=0.15	dipietrantonj (random)	1	-0.085880997460308	1.75735481519113
RR=1	n=300	br=0.01	guessed br=0.15	Grant	0.997566666666667	-0.0699106761315811	1.50671210446193
RR=1	n=300	br=0.01	guessed br=0.15	metaumbrella (cases)	1	0	2.18421789971433
RR=1	n=300	br=0.01	guessed br=0.15	metaumbrella (exp)	0.569199731002018	0.0224258145198292	1.32860588340427
RR=1	n=300	br=0.01	guessed br=0.15	OR = RR	1	-9.82195186940939e-05	1.79213463257129
RR=1	n=300	br=0.01	guessed br=0.5	dipietrantonj (br)	1	-0.0853536298192442	1.72191305368337
RR=1	n=300	br=0.01	guessed br=0.5	dipietrantonj (random)	1	-0.0853536298192442	1.72191305368337
RR=1	n=300	br=0.01	guessed br=0.5	Grant	0.887666666666667	-0.120554157272738	1.80005877264692
RR=1	n=300	br=0.01	guessed br=0.5	metaumbrella (cases)	1	0	2.15678022751678
RR=1	n=300	br=0.01	guessed br=0.5	metaumbrella (exp)	0.566789915966387	0.021167067328558	1.32552242757329
RR=1	n=300	br=0.01	guessed br=0.5	OR = RR	1	-4.53563379734874e-05	1.76919257498306
RR=1	n=300	br=0.05	guessed br=0.01	dipietrantonj (br)	1	-0.00209016154051812	0.971265637304762
RR=1	n=300	br=0.05	guessed br=0.01	dipietrantonj (random)	1	-0.00209016154051812	0.971265637304762
RR=1	n=300	br=0.05	guessed br=0.01	Grant	1	-0.00242695431579446	0.920026924252251
RR=1	n=300	br=0.05	guessed br=0.01	metaumbrella (cases)	1	0	0.984948127824154
RR=1	n=300	br=0.05	guessed br=0.01	metaumbrella (exp)	0.760046807087931	0.00375263387420415	0.97032260977178
RR=1	n=300	br=0.05	guessed br=0.01	OR = RR	1	-3.31406149294544e-06	0.932302556697828
RR=1	n=300	br=0.05	guessed br=0.05	dipietrantonj (br)	1	-0.00195153110421091	0.965015352664868
RR=1	n=300	br=0.05	guessed br=0.05	dipietrantonj (random)	1	-0.00195153110421091	0.965015352664868
RR=1	n=300	br=0.05	guessed br=0.05	Grant	1	-0.0109764475904633	0.892351836410511
RR=1	n=300	br=0.05	guessed br=0.05	metaumbrella (cases)	1	0	0.98177830183775
RR=1	n=300	br=0.05	guessed br=0.05	metaumbrella (exp)	0.763125313702526	0.0018789027570625	0.971176722795272
RR=1	n=300	br=0.05	guessed br=0.05	OR = RR	1	-7.18407375934117e-05	0.92382376538869
RR=1	n=300	br=0.05	guessed br=0.15	dipietrantonj (br)	1	-0.00252927130140525	0.965075882490924
RR=1	n=300	br=0.05	guessed br=0.15	dipietrantonj (random)	1	-0.00252927130140525	0.965075882490924
RR=1	n=300	br=0.05	guessed br=0.15	Grant	0.998766666666667	-0.0285081213343495	0.884053317718976
RR=1	n=300	br=0.05	guessed br=0.15	metaumbrella (cases)	1	0	0.98273558327745
RR=1	n=300	br=0.05	guessed br=0.15	metaumbrella (exp)	0.763537242048229	-0.000448630957496906	0.972020377627039
RR=1	n=300	br=0.05	guessed br=0.15	OR = RR	1	9.2312890511984e-05	0.924594886271585
RR=1	n=300	br=0.05	guessed br=0.5	dipietrantonj (br)	1	-0.00228405783918884	0.97143586103869
RR=1	n=300	br=0.05	guessed br=0.5	dipietrantonj (random)	1	-0.00228405783918884	0.97143586103869
RR=1	n=300	br=0.05	guessed br=0.5	Grant	0.887066666666667	-0.0500309188245617	0.967982824763718
RR=1	n=300	br=0.05	guessed br=0.5	metaumbrella (cases)	1	0	0.984947973824064
RR=1	n=300	br=0.05	guessed br=0.5	metaumbrella (exp)	0.764505347593583	0.0017914842179884	0.973386814530436
RR=1	n=300	br=0.05	guessed br=0.5	OR = RR	1	-9.02434450717923e-06	0.932790279455362
RR=1	n=300	br=0.15	guessed br=0.01	dipietrantonj (br)	1	0	0.963958856624686
RR=1	n=300	br=0.15	guessed br=0.01	dipietrantonj (random)	1	0	0.963958856624686
RR=1	n=300	br=0.15	guessed br=0.01	Grant	1	-0.000623520554942361	0.962439946006265
RR=1	n=300	br=0.15	guessed br=0.01	metaumbrella (cases)	1	0	0.963958856624686
RR=1	n=300	br=0.15	guessed br=0.01	metaumbrella (exp)	0.8203	-0.00151473826232542	0.921851225401479
RR=1	n=300	br=0.15	guessed br=0.01	OR = RR	1	3.72620223831868e-05	0.964163954144019
RR=1	n=300	br=0.15	guessed br=0.05	dipietrantonj (br)	1	0	0.981534974291977
RR=1	n=300	br=0.15	guessed br=0.05	dipietrantonj (random)	1	0	0.981534974291977
RR=1	n=300	br=0.15	guessed br=0.05	Grant	1	-0.00332240576751554	0.975598925084216
RR=1	n=300	br=0.15	guessed br=0.05	metaumbrella (cases)	1	0	0.981534974291977
RR=1	n=300	br=0.15	guessed br=0.05	metaumbrella (exp)	0.820333333333333	0.00178302637370923	0.934513682109687
RR=1	n=300	br=0.15	guessed br=0.05	OR = RR	1	-0.000462555424924091	0.982649266976608
RR=1	n=300	br=0.15	guessed br=0.15	dipietrantonj (br)	1	0	0.970743050159587
RR=1	n=300	br=0.15	guessed br=0.15	dipietrantonj (random)	1	0	0.970743050159587
RR=1	n=300	br=0.15	guessed br=0.15	Grant	1	-0.00798130437132962	0.956313693422997
RR=1	n=300	br=0.15	guessed br=0.15	metaumbrella (cases)	1	0	0.970743050159587
RR=1	n=300	br=0.15	guessed br=0.15	metaumbrella (exp)	0.820533333333333	-0.00143776787492825	0.927367671659712
RR=1	n=300	br=0.15	guessed br=0.15	OR = RR	1	8.76349264218472e-05	0.971528872531779
RR=1	n=300	br=0.15	guessed br=0.5	dipietrantonj (br)	1	0	0.973195067461277
RR=1	n=300	br=0.15	guessed br=0.5	dipietrantonj (random)	1	0	0.973195067461277
RR=1	n=300	br=0.15	guessed br=0.5	Grant	0.953433333333333	-0.0157576423011688	0.98866004742773
RR=1	n=300	br=0.15	guessed br=0.5	metaumbrella (cases)	1	0	0.973195067461277
RR=1	n=300	br=0.15	guessed br=0.5	metaumbrella (exp)	0.821333333333333	-0.000778130613786438	0.933100592062477
RR=1	n=300	br=0.15	guessed br=0.5	OR = RR	1	1.07352952404615e-05	0.97411824142745
RR=1	n=300	br=0.5	guessed br=0.01	dipietrantonj (br)	0.988637089052027	-0.0463885484734567	0.696502467484835
RR=1	n=300	br=0.5	guessed br=0.01	dipietrantonj (random)	1	0.000763746851188667	0.789541655070999
RR=1	n=300	br=0.5	guessed br=0.01	Grant	0.999933333333333	0.00069482031120912	0.983927105587003
RR=1	n=300	br=0.5	guessed br=0.01	metaumbrella (cases)	1	9.22399869782474e-05	0.989438683304089
RR=1	n=300	br=0.5	guessed br=0.01	metaumbrella (exp)	1	9.21327426779932e-05	0.988304983588889
RR=1	n=300	br=0.5	guessed br=0.01	OR = RR	0.999933333333333	0.00102340080755435	0.984726396902195
RR=1	n=300	br=0.5	guessed br=0.05	dipietrantonj (br)	0.989796581529863	-0.046307329831465	0.690006946337657
RR=1	n=300	br=0.5	guessed br=0.05	dipietrantonj (random)	1	0.00030236672612155	0.798071076128353
RR=1	n=300	br=0.5	guessed br=0.05	Grant	0.999933333333333	-0.00228090672823456	0.99977289436823
RR=1	n=300	br=0.5	guessed br=0.05	metaumbrella (cases)	1	9.71345477157284e-05	1.00682281726317
RR=1	n=300	br=0.5	guessed br=0.05	metaumbrella (exp)	1	5.75271959453864e-05	1.00597559436474
RR=1	n=300	br=0.5	guessed br=0.05	OR = RR	0.9998	-0.000926057566200047	1.00329035978219
RR=1	n=300	br=0.5	guessed br=0.15	dipietrantonj (br)	0.989968051118211	-0.0459570843868633	0.705723513781964
RR=1	n=300	br=0.5	guessed br=0.15	dipietrantonj (random)	1	0.000603001060463975	0.809049005125937
RR=1	n=300	br=0.5	guessed br=0.15	Grant	0.999966666666667	-0.00295228820322637	0.99723762959806
RR=1	n=300	br=0.5	guessed br=0.15	metaumbrella (cases)	1	9.08310059711726e-05	1.00797627633956
RR=1	n=300	br=0.5	guessed br=0.15	metaumbrella (exp)	1	6.41090112644225e-06	1.00728434064117
RR=1	n=300	br=0.5	guessed br=0.15	OR = RR	0.999833333333333	0.00130520906435966	1.00468831118935
RR=1	n=300	br=0.5	guessed br=0.5	dipietrantonj (br)	0.988478964401294	-0.0462098524427467	0.684052608861512
RR=1	n=300	br=0.5	guessed br=0.5	dipietrantonj (random)	1	0.000145271527201005	0.795723955731403
RR=1	n=300	br=0.5	guessed br=0.5	Grant	0.9999	-0.00757465605999737	0.998325097691973
RR=1	n=300	br=0.5	guessed br=0.5	metaumbrella (cases)	1	9.80731883858584e-05	0.997243785844301
RR=1	n=300	br=0.5	guessed br=0.5	metaumbrella (exp)	1	2.55745743363525e-05	0.996078900682705
RR=1	n=300	br=0.5	guessed br=0.5	OR = RR	0.999833333333333	-0.000225191658990895	0.995558295854435
RR=2	n=25	br=0.01	guessed br=0.01	dipietrantonj (br)	1	-0.0713971555326172	5.68757777547678
RR=2	n=25	br=0.01	guessed br=0.01	dipietrantonj (random)	1	-0.0713971555326172	5.68757777547678
RR=2	n=25	br=0.01	guessed br=0.01	Grant	1	0.00410658615030764	4.59860112162622
RR=2	n=25	br=0.01	guessed br=0.01	metaumbrella (cases)	1	0	3.59428459555545
RR=2	n=25	br=0.01	guessed br=0.01	metaumbrella (exp)	0.920766666666667	-0.0382224296726653	2.44352792570194
RR=2	n=25	br=0.01	guessed br=0.01	OR = RR	1	0.0105952946686164	5.07184314363945
RR=2	n=25	br=0.01	guessed br=0.05	dipietrantonj (br)	1	-0.0696276445343531	5.64305071358676
RR=2	n=25	br=0.01	guessed br=0.05	dipietrantonj (random)	1	-0.0696276445343531	5.64305071358676
RR=2	n=25	br=0.01	guessed br=0.05	Grant	1	-0.0188675770529508	4.04514980647737
RR=2	n=25	br=0.01	guessed br=0.05	metaumbrella (cases)	1	0	3.49094695862889
RR=2	n=25	br=0.01	guessed br=0.05	metaumbrella (exp)	0.920666666666667	-0.0333289218685963	2.45304446410235
RR=2	n=25	br=0.01	guessed br=0.05	OR = RR	1	0.00980402415112473	5.10486586922387
RR=2	n=25	br=0.01	guessed br=0.15	dipietrantonj (br)	1	-0.0721842473883571	5.7448911433938
RR=2	n=25	br=0.01	guessed br=0.15	dipietrantonj (random)	1	-0.0721842473883571	5.7448911433938
RR=2	n=25	br=0.01	guessed br=0.15	Grant	0.9999	-0.0633691539600838	3.87154633483374
RR=2	n=25	br=0.01	guessed br=0.15	metaumbrella (cases)	1	0	3.87888844499005
RR=2	n=25	br=0.01	guessed br=0.15	metaumbrella (exp)	0.9222	-0.0368959619285359	2.46072387543451
RR=2	n=25	br=0.01	guessed br=0.15	OR = RR	1	0.010295331737881	5.13361062796596
RR=2	n=25	br=0.01	guessed br=0.5	dipietrantonj (br)	1	-0.0713996715996212	5.75315201948548
RR=2	n=25	br=0.01	guessed br=0.5	dipietrantonj (random)	1	-0.0713996715996212	5.75315201948548
RR=2	n=25	br=0.01	guessed br=0.5	Grant	0.9548	-0.141752294393965	5.4333045807772
RR=2	n=25	br=0.01	guessed br=0.5	metaumbrella (cases)	1	0	3.5940805776503
RR=2	n=25	br=0.01	guessed br=0.5	metaumbrella (exp)	0.921333333333333	-0.0357351139101791	2.47794405760167
RR=2	n=25	br=0.01	guessed br=0.5	OR = RR	1	0.00990151851317379	5.18467560562173
RR=2	n=25	br=0.05	guessed br=0.01	dipietrantonj (br)	1	-0.14919731228793	2.42164690491319
RR=2	n=25	br=0.05	guessed br=0.01	dipietrantonj (random)	1	-0.14919731228793	2.42164690491319
RR=2	n=25	br=0.05	guessed br=0.01	Grant	1	0.0375618889467126	1.98790865952741
RR=2	n=25	br=0.05	guessed br=0.01	metaumbrella (cases)	1	0	2.5848788767974
RR=2	n=25	br=0.05	guessed br=0.01	metaumbrella (exp)	0.772233333333333	-0.139721658080074	1.52568941128901
RR=2	n=25	br=0.05	guessed br=0.01	OR = RR	1	0.0554318168837766	2.19671263515478
RR=2	n=25	br=0.05	guessed br=0.05	dipietrantonj (br)	1	-0.150977962710972	2.44587095855852
RR=2	n=25	br=0.05	guessed br=0.05	dipietrantonj (random)	1	-0.150977962710972	2.44587095855852
RR=2	n=25	br=0.05	guessed br=0.05	Grant	1	-0.0228044152196224	1.79398133133637
RR=2	n=25	br=0.05	guessed br=0.05	metaumbrella (cases)	1	0	2.63992759214802
RR=2	n=25	br=0.05	guessed br=0.05	metaumbrella (exp)	0.7669	-0.141196758261313	1.54610355780325
RR=2	n=25	br=0.05	guessed br=0.05	OR = RR	1	0.0563758955717121	2.21301869180413
RR=2	n=25	br=0.05	guessed br=0.15	dipietrantonj (br)	1	-0.148555499746031	2.43286621596868
RR=2	n=25	br=0.05	guessed br=0.15	dipietrantonj (random)	1	-0.148555499746031	2.43286621596868
RR=2	n=25	br=0.05	guessed br=0.15	Grant	0.9957	-0.134814336705193	1.76599000359159
RR=2	n=25	br=0.05	guessed br=0.15	metaumbrella (cases)	1	0	2.63545958302646
RR=2	n=25	br=0.05	guessed br=0.15	metaumbrella (exp)	0.766433333333333	-0.136815383364307	1.54863675758285
RR=2	n=25	br=0.05	guessed br=0.15	OR = RR	1	0.0558784275924126	2.20793129812506
RR=2	n=25	br=0.05	guessed br=0.5	dipietrantonj (br)	1	-0.148180348827037	2.42370699317731
RR=2	n=25	br=0.05	guessed br=0.5	dipietrantonj (random)	1	-0.148180348827037	2.42370699317731
RR=2	n=25	br=0.05	guessed br=0.5	Grant	0.820466666666667	-0.349778572933489	2.3730378954051
RR=2	n=25	br=0.05	guessed br=0.5	metaumbrella (cases)	1	0	2.62617930898034
RR=2	n=25	br=0.05	guessed br=0.5	metaumbrella (exp)	0.770966666666667	-0.13641380475796	1.53599762281242
RR=2	n=25	br=0.05	guessed br=0.5	OR = RR	1	0.0544304573793148	2.20646018960424
RR=2	n=25	br=0.15	guessed br=0.01	dipietrantonj (br)	1	-0.0636483209884085	1.58881631470541
RR=2	n=25	br=0.15	guessed br=0.01	dipietrantonj (random)	1	-0.0619471580091312	1.58223614167322
RR=2	n=25	br=0.15	guessed br=0.01	Grant	1	0.172153309564073	1.12668289615187
RR=2	n=25	br=0.15	guessed br=0.01	metaumbrella (cases)	1	0	1.60604413834299
RR=2	n=25	br=0.15	guessed br=0.01	metaumbrella (exp)	0.873466666666667	-0.127173479725489	1.26025703700366
RR=2	n=25	br=0.15	guessed br=0.01	OR = RR	1	0.204306544496311	1.24668003011225
RR=2	n=25	br=0.15	guessed br=0.05	dipietrantonj (br)	1	-0.0631141678249055	1.58430778979381
RR=2	n=25	br=0.15	guessed br=0.05	dipietrantonj (random)	1	-0.0609879648750579	1.57438552177476
RR=2	n=25	br=0.15	guessed br=0.05	Grant	0.9999	0.0691618240590746	1.03906609111688
RR=2	n=25	br=0.15	guessed br=0.05	metaumbrella (cases)	1	1.28204421346111e-05	1.594906142774
RR=2	n=25	br=0.15	guessed br=0.05	metaumbrella (exp)	0.874666666666667	-0.127119755858699	1.25674762123131
RR=2	n=25	br=0.15	guessed br=0.05	OR = RR	1	0.207856294874064	1.24472183703776
RR=2	n=25	br=0.15	guessed br=0.15	dipietrantonj (br)	1	-0.0642558831819386	1.58860265720848
RR=2	n=25	br=0.15	guessed br=0.15	dipietrantonj (random)	1	-0.0624416041063083	1.58105699761574
RR=2	n=25	br=0.15	guessed br=0.15	Grant	0.9856	-0.115763080352298	1.05678162506487
RR=2	n=25	br=0.15	guessed br=0.15	metaumbrella (cases)	1	2.66037671239289e-05	1.61249957378069
RR=2	n=25	br=0.15	guessed br=0.15	metaumbrella (exp)	0.8707	-0.129006255010197	1.26132447488891
RR=2	n=25	br=0.15	guessed br=0.15	OR = RR	1	0.205291364497965	1.24667971564425
RR=2	n=25	br=0.15	guessed br=0.5	dipietrantonj (br)	1	-0.06460595497389	1.57771397417974
RR=2	n=25	br=0.15	guessed br=0.5	dipietrantonj (random)	1	-0.0627953077391238	1.57104946949771
RR=2	n=25	br=0.15	guessed br=0.5	Grant	0.668133333333333	-0.469329187162558	1.38901467127288
RR=2	n=25	br=0.15	guessed br=0.5	metaumbrella (cases)	1	8.63901173587917e-06	1.59524012053969
RR=2	n=25	br=0.15	guessed br=0.5	metaumbrella (exp)	0.869	-0.126763343575714	1.24533898602339
RR=2	n=25	br=0.15	guessed br=0.5	OR = RR	1	0.201666129487235	1.23003867542457
RR=2	n=25	br=0.5	guessed br=0.01	dipietrantonj (br)	0.961647679818261	0.0596065733932319	0.649783379207021
RR=2	n=25	br=0.5	guessed br=0.01	dipietrantonj (random)	1	1.08952166652844	15.9022204529738
RR=2	n=25	br=0.5	guessed br=0.01	Grant	0.413666666666667	2.25646646413779	4.29147908161018
RR=2	n=25	br=0.5	guessed br=0.01	metaumbrella (cases)	0.998229615525938	0.0700606716017004	1.06487966168454
RR=2	n=25	br=0.5	guessed br=0.01	metaumbrella (exp)	1	1.04252923865789	2.17032110506244
RR=2	n=25	br=0.5	guessed br=0.01	OR = RR	0.86	2.50732084533833	5.09156315797995
RR=2	n=25	br=0.5	guessed br=0.05	dipietrantonj (br)	0.963254943880278	0.0627698626367581	0.654019024080283
RR=2	n=25	br=0.5	guessed br=0.05	dipietrantonj (random)	1	1.0902027910699	16.0751209787214
RR=2	n=25	br=0.5	guessed br=0.05	Grant	0.261333333333333	1.67469283467725	6.02396266716324
RR=2	n=25	br=0.5	guessed br=0.05	metaumbrella (cases)	0.997695313804736	0.0703569524739577	1.07165473120499
RR=2	n=25	br=0.5	guessed br=0.05	metaumbrella (exp)	1	1.04485122976467	2.18264361308674
RR=2	n=25	br=0.5	guessed br=0.05	OR = RR	0.8593	2.50980405252641	5.13553876590533
RR=2	n=25	br=0.5	guessed br=0.15	dipietrantonj (br)	0.962765069293705	0.0634519932559537	0.661011656936706
RR=2	n=25	br=0.5	guessed br=0.15	dipietrantonj (random)	1	1.08917637395008	16.1170440653678
RR=2	n=25	br=0.5	guessed br=0.15	Grant	0.408166666666667	0.959732612584492	11.0015133026049
RR=2	n=25	br=0.5	guessed br=0.15	metaumbrella (cases)	0.998464055561121	0.0707365551620358	1.0583733441482
RR=2	n=25	br=0.5	guessed br=0.15	metaumbrella (exp)	1	1.0436224273121	2.20610473921725
RR=2	n=25	br=0.5	guessed br=0.15	OR = RR	0.857466666666667	2.51053538598434	5.11410613970753
RR=2	n=25	br=0.5	guessed br=0.5	dipietrantonj (br)	0.961690046760187	0.0615469897788543	0.65242386137871
RR=2	n=25	br=0.5	guessed br=0.5	dipietrantonj (random)	1	1.08615246023171	15.5654327917132
RR=2	n=25	br=0.5	guessed br=0.5	Grant	0.773666666666667	-0.0505409229253992	29.4090402634528
RR=2	n=25	br=0.5	guessed br=0.5	metaumbrella (cases)	0.998029457933937	0.0707356514532399	1.04038245829798
RR=2	n=25	br=0.5	guessed br=0.5	metaumbrella (exp)	1	1.04309443146499	2.18853228794239
RR=2	n=25	br=0.5	guessed br=0.5	OR = RR	0.857333333333333	2.50804186006258	5.0374110619252
RR=2	n=50	br=0.01	guessed br=0.01	dipietrantonj (br)	1	-0.146044142950684	3.63897652371657
RR=2	n=50	br=0.01	guessed br=0.01	dipietrantonj (random)	1	-0.146044142950684	3.63897652371657
RR=2	n=50	br=0.01	guessed br=0.01	Grant	1	0.00126087479678221	3.45158249680697
RR=2	n=50	br=0.01	guessed br=0.01	metaumbrella (cases)	1	0	3.47201218551054
RR=2	n=50	br=0.01	guessed br=0.01	metaumbrella (exp)	0.722733333333333	-0.0557220851377951	1.7180726056281
RR=2	n=50	br=0.01	guessed br=0.01	OR = RR	1	0.0104401052162712	3.79290466503131
RR=2	n=50	br=0.01	guessed br=0.05	dipietrantonj (br)	1	-0.140972442859754	3.63719533324851
RR=2	n=50	br=0.01	guessed br=0.05	dipietrantonj (random)	1	-0.140972442859754	3.63719533324851
RR=2	n=50	br=0.01	guessed br=0.05	Grant	1	-0.0308954401858204	3.03130182713057
RR=2	n=50	br=0.01	guessed br=0.05	metaumbrella (cases)	1	0	3.44262115207455
RR=2	n=50	br=0.01	guessed br=0.05	metaumbrella (exp)	0.723466666666667	-0.0496160395717313	1.70799699770337
RR=2	n=50	br=0.01	guessed br=0.05	OR = RR	1	0.0097673980717085	3.77357768535701
RR=2	n=50	br=0.01	guessed br=0.15	dipietrantonj (br)	1	-0.144961791693387	3.61411648092044
RR=2	n=50	br=0.01	guessed br=0.15	dipietrantonj (random)	1	-0.144961791693387	3.61411648092044
RR=2	n=50	br=0.01	guessed br=0.15	Grant	0.9992	-0.0951791563057254	2.90923862745512
