or	n	br	br_guess	method	bias_ci	bias_es	bias_var
or=1	n=25	br=0.01	guessed br=0.05	Di Pietrantonj	1	-0.0546603392573275	2.77035469044521
or=1	n=25	br=0.01	guessed br=0.05	Grant	1	0.021929546283235	6.65063562573223
or=1	n=25	br=0.01	guessed br=0.05	metaumbrella	1	0.00362115115329678	1.52525283783688
or=1	n=25	br=0.01	guessed br=0.05	or = rr	1	0.000247013242918107	5.44859280332322
or=1	n=25	br=0.01	guessed br=0.15	Di Pietrantonj	1	-0.0547401834313975	2.77658687929906
or=1	n=25	br=0.01	guessed br=0.15	Grant	1	0.0886557360727633	3.02153451118327
or=1	n=25	br=0.01	guessed br=0.15	metaumbrella	1	-0.0013660873039679	1.40393909772743
or=1	n=25	br=0.01	guessed br=0.15	or = rr	1	9.00992359411147e-05	5.46866581392692
or=1	n=25	br=0.01	guessed br=0.4	Di Pietrantonj	1	-0.0552029977449739	2.73839579375674
or=1	n=25	br=0.01	guessed br=0.4	Grant	1	0.106056517983542	2.04253123960873
or=1	n=25	br=0.01	guessed br=0.4	metaumbrella	1	-0.00178085429641025	1.31499759063778
or=1	n=25	br=0.01	guessed br=0.4	or = rr	1	0.000162948591720331	5.39482655808503
or=1	n=25	br=0.01	guessed br=0.7	Di Pietrantonj	1	-0.0551035142323752	2.75906741864861
or=1	n=25	br=0.01	guessed br=0.7	Grant	1	-0.310097883917921	5.83008740659703
or=1	n=25	br=0.01	guessed br=0.7	metaumbrella	1	0.00144227707250314	1.41121402798951
or=1	n=25	br=0.01	guessed br=0.7	or = rr	1	-6.32575123778515e-05	5.43710840709993
or=1	n=25	br=0.05	guessed br=0.01	Di Pietrantonj	1	-0.151530271077827	1.67342643294903
or=1	n=25	br=0.05	guessed br=0.01	Grant	1	0.00677242622848014	3.15464507229111
or=1	n=25	br=0.05	guessed br=0.01	metaumbrella	1	-0.000409081866851086	1.30277528956971
or=1	n=25	br=0.05	guessed br=0.01	or = rr	1	0.000656184382360836	2.7456488642285
or=1	n=25	br=0.05	guessed br=0.05	Di Pietrantonj	1	-0.153133570255053	1.64537153284788
or=1	n=25	br=0.05	guessed br=0.05	Grant	1	0.0378529384993537	2.72133995119692
or=1	n=25	br=0.05	guessed br=0.05	metaumbrella	1	-0.000299928101949951	1.30353055465039
or=1	n=25	br=0.05	guessed br=0.05	or = rr	1	-5.85078151832553e-05	2.71588443995602
or=1	n=25	br=0.05	guessed br=0.15	Di Pietrantonj	1	-0.151448247906123	1.63364913593453
or=1	n=25	br=0.05	guessed br=0.15	Grant	1	0.149060577967747	1.83096992994753
or=1	n=25	br=0.05	guessed br=0.15	metaumbrella	1	-0.0014648515966586	1.28203525872017
or=1	n=25	br=0.05	guessed br=0.15	or = rr	1	0.00156868897356367	2.69744668137176
or=1	n=25	br=0.05	guessed br=0.4	Di Pietrantonj	1	-0.153558111157473	1.65027580489712
or=1	n=25	br=0.05	guessed br=0.4	Grant	1	0.0983808382209424	1.6567174844192
or=1	n=25	br=0.05	guessed br=0.4	metaumbrella	1	-0.000917049721707159	1.29495296834253
or=1	n=25	br=0.05	guessed br=0.4	or = rr	1	0.000441826507404315	2.71999522704917
or=1	n=25	br=0.05	guessed br=0.7	Di Pietrantonj	1	-0.152886898302667	1.65280250334657
or=1	n=25	br=0.05	guessed br=0.7	Grant	1	-0.202368524823502	2.75365710866378
or=1	n=25	br=0.05	guessed br=0.7	metaumbrella	1	-0.00259751025705907	1.31939712388894
or=1	n=25	br=0.05	guessed br=0.7	or = rr	1	0.00166434147404228	2.73520006284525
or=1	n=25	br=0.15	guessed br=0.01	Di Pietrantonj	1	-0.116612604022897	1.14081379368482
or=1	n=25	br=0.15	guessed br=0.01	Grant	0.999931029726188	0.00668660148821281	1.60701471772682
or=1	n=25	br=0.15	guessed br=0.01	metaumbrella	1	0.00295632259892941	1.01317831874395
or=1	n=25	br=0.15	guessed br=0.01	or = rr	0.9999	0.000743471605283655	1.52093779818175
or=1	n=25	br=0.15	guessed br=0.05	Di Pietrantonj	1	-0.117874140458192	1.14396797096912
or=1	n=25	br=0.15	guessed br=0.05	Grant	0.999867368141828	0.0388351714402216	1.3916336504137
or=1	n=25	br=0.15	guessed br=0.05	metaumbrella	1	0.00306392357502056	1.01106049070624
or=1	n=25	br=0.15	guessed br=0.05	or = rr	0.999833333333333	0.000489899062757833	1.51548435298789
or=1	n=25	br=0.15	guessed br=0.15	Di Pietrantonj	1	-0.115378181108169	1.15354057629407
or=1	n=25	br=0.15	guessed br=0.15	Grant	1	0.143716309981458	1.19336690264623
or=1	n=25	br=0.15	guessed br=0.15	metaumbrella	1	0.00210053849120224	1.01658564067264
or=1	n=25	br=0.15	guessed br=0.15	or = rr	0.999833333333333	-4.72644593887601e-05	1.52104187492999
or=1	n=25	br=0.15	guessed br=0.4	Di Pietrantonj	1	-0.113093783972897	1.16497798170795
or=1	n=25	br=0.15	guessed br=0.4	Grant	1	0.140413012858281	1.30831444799225
or=1	n=25	br=0.15	guessed br=0.4	metaumbrella	1	0.00410948374299795	1.01887439009617
or=1	n=25	br=0.15	guessed br=0.4	or = rr	0.999833333333333	-0.000780351638876021	1.53791972068844
or=1	n=25	br=0.15	guessed br=0.7	Di Pietrantonj	1	-0.116216572360024	1.16856154739526
or=1	n=25	br=0.15	guessed br=0.7	Grant	1	-0.131755198724843	1.14847556193688
or=1	n=25	br=0.15	guessed br=0.7	metaumbrella	1	0.00413203362663751	1.02497785568685
or=1	n=25	br=0.15	guessed br=0.7	or = rr	0.9999	-0.00063706578216933	1.53620481796111
or=1	n=25	br=0.4	guessed br=0.01	Di Pietrantonj	1	-0.0116665509071925	0.92263942886746
or=1	n=25	br=0.4	guessed br=0.01	Grant	0.962810608340858	0.00116423849972671	1.03214122087116
or=1	n=25	br=0.4	guessed br=0.01	metaumbrella	1	0.00249943336622004	0.684326623783924
or=1	n=25	br=0.4	guessed br=0.01	or = rr	0.9576	-0.0011606210648518	1.00216831767303
or=1	n=25	br=0.4	guessed br=0.05	Di Pietrantonj	1	-0.0106105305709285	0.930106102095414
or=1	n=25	br=0.4	guessed br=0.05	Grant	0.974459724950884	0.0130710934237249	0.979228526901344
or=1	n=25	br=0.4	guessed br=0.05	metaumbrella	1	0.000326740383138966	0.686228355657549
or=1	n=25	br=0.4	guessed br=0.05	or = rr	0.9582	-0.000128482949541949	1.00479188681203
or=1	n=25	br=0.4	guessed br=0.15	Di Pietrantonj	1	-0.011487676722318	0.910971383338268
or=1	n=25	br=0.4	guessed br=0.15	Grant	0.984953048987442	0.0584866195932634	0.856376004871652
or=1	n=25	br=0.4	guessed br=0.15	metaumbrella	1	0.00220305241370377	0.672993416252258
or=1	n=25	br=0.4	guessed br=0.15	or = rr	0.957466666666667	-0.00126980113657548	0.987145907230912
or=1	n=25	br=0.4	guessed br=0.4	Di Pietrantonj	1	-0.0103591485349213	0.92831987732495
or=1	n=25	br=0.4	guessed br=0.4	Grant	0.987120733249052	0.154622515568605	1.12678637608642
or=1	n=25	br=0.4	guessed br=0.4	metaumbrella	1	0.000138988310207885	0.678935743624741
or=1	n=25	br=0.4	guessed br=0.4	or = rr	0.955933333333333	0.000929246081229191	0.996743244539079
or=1	n=25	br=0.4	guessed br=0.7	Di Pietrantonj	1	-0.0106484728902336	0.931374256108545
or=1	n=25	br=0.4	guessed br=0.7	Grant	0.995847176079734	0.105898387717091	0.677259255841165
or=1	n=25	br=0.4	guessed br=0.7	metaumbrella	1	-0.00160881119844189	0.684301753524268
or=1	n=25	br=0.4	guessed br=0.7	or = rr	0.957833333333333	0.00265377760650498	1.00313357579481
or=1	n=25	br=0.7	guessed br=0.01	Di Pietrantonj	1	-1.9495654809814e-05	1.12190356223919
or=1	n=25	br=0.7	guessed br=0.01	Grant	0.592979158975736	-0.00181391067849785	0.956663120623857
or=1	n=25	br=0.7	guessed br=0.01	metaumbrella	1	0.00756648968846671	0.872615528235217
or=1	n=25	br=0.7	guessed br=0.01	or = rr	0.574180341622202	-0.00233432190133819	0.954916222251578
or=1	n=25	br=0.7	guessed br=0.05	Di Pietrantonj	1	-4.89228045563507e-05	1.11742764141536
or=1	n=25	br=0.7	guessed br=0.05	Grant	0.629533939536288	0.00408633620414229	0.947407297351432
or=1	n=25	br=0.7	guessed br=0.05	metaumbrella	1	0.0090592551258042	0.86500668007389
or=1	n=25	br=0.7	guessed br=0.05	or = rr	0.57438819979886	0.00114701443446292	0.946784187472464
or=1	n=25	br=0.7	guessed br=0.15	Di Pietrantonj	1	0	1.13112195092252
or=1	n=25	br=0.7	guessed br=0.15	Grant	0.692429660616693	0.0163412178083092	0.980382540852575
or=1	n=25	br=0.7	guessed br=0.15	metaumbrella	1	0.00814084331746822	0.881602732073417
or=1	n=25	br=0.7	guessed br=0.15	or = rr	0.576937263186132	0.00578425165482085	0.975177304068092
or=1	n=25	br=0.7	guessed br=0.4	Di Pietrantonj	1	-1.68156008775933e-05	1.12932472639992
or=1	n=25	br=0.7	guessed br=0.4	Grant	0.82383259058322	0.0615621177348448	1.0168252882687
or=1	n=25	br=0.7	guessed br=0.4	metaumbrella	1	0.00696369222488178	0.878604767280266
or=1	n=25	br=0.7	guessed br=0.4	or = rr	0.573210393964795	-2.97134496725618e-05	0.968590903401509
or=1	n=25	br=0.7	guessed br=0.7	Di Pietrantonj	1	-4.50461398740843e-05	1.13870688062473
or=1	n=25	br=0.7	guessed br=0.7	Grant	0.831138949252205	0.256478974745947	0.685555637983686
or=1	n=25	br=0.7	guessed br=0.7	metaumbrella	1	0.00625215034138724	0.88320075429748
or=1	n=25	br=0.7	guessed br=0.7	or = rr	0.575099808769752	-0.00915912449940734	0.971050700210099
or=1	n=50	br=0.01	guessed br=0.01	Di Pietrantonj	1	-0.082106470642104	2.56528871304535
or=1	n=50	br=0.01	guessed br=0.01	Grant	1	0.00454460724196561	4.72889588287768
or=1	n=50	br=0.01	guessed br=0.01	metaumbrella	1	0.00267957995182764	1.52077875242881
or=1	n=50	br=0.01	guessed br=0.01	or = rr	1	-0.000163118435065029	4.45230271646394
or=1	n=50	br=0.01	guessed br=0.05	Di Pietrantonj	1	-0.0827356695191691	2.54242968884803
or=1	n=50	br=0.01	guessed br=0.05	Grant	1	0.0274845386502481	3.89471957054284
or=1	n=50	br=0.01	guessed br=0.05	metaumbrella	1	0.000161194505250725	1.54035536490282
or=1	n=50	br=0.01	guessed br=0.05	or = rr	1	0.000153602076413887	4.40575842346908
or=1	n=50	br=0.01	guessed br=0.15	Di Pietrantonj	1	-0.0820364903221635	2.54048418299215
or=1	n=50	br=0.01	guessed br=0.15	Grant	1	0.0617964114998157	3.66130218139955
or=1	n=50	br=0.01	guessed br=0.15	metaumbrella	1	-0.00229235663297205	1.49257081029782
or=1	n=50	br=0.01	guessed br=0.15	or = rr	1	0.00021890131183746	4.41429190705814
or=1	n=50	br=0.01	guessed br=0.4	Di Pietrantonj	1	-0.084058144441108	2.52883440924482
or=1	n=50	br=0.01	guessed br=0.4	Grant	1	0.432384336324236	1.06275325751883
or=1	n=50	br=0.01	guessed br=0.4	metaumbrella	1	-0.000664272191154511	1.50217216274659
or=1	n=50	br=0.01	guessed br=0.4	or = rr	1	-0.000236937926988984	4.382622135414
or=1	n=50	br=0.01	guessed br=0.7	Di Pietrantonj	1	-0.0827406413326604	2.53698871770837
or=1	n=50	br=0.01	guessed br=0.7	Grant	1	-0.340194588456685	2.46940304209652
or=1	n=50	br=0.01	guessed br=0.7	metaumbrella	1	-0.00151255907487312	1.46230052532703
or=1	n=50	br=0.01	guessed br=0.7	or = rr	1	0.000145301055347577	4.40821172549412
or=1	n=50	br=0.05	guessed br=0.01	Di Pietrantonj	1	-0.126363586596793	1.4855637679029
or=1	n=50	br=0.05	guessed br=0.01	Grant	1	0.00718502672555043	2.08987602804778
or=1	n=50	br=0.05	guessed br=0.01	metaumbrella	1	-0.000666601058882147	1.22479596431321
or=1	n=50	br=0.05	guessed br=0.01	or = rr	1	0.000312200763789863	1.92263695265866
or=1	n=50	br=0.05	guessed br=0.05	Di Pietrantonj	1	-0.125344652147107	1.48426223630684
or=1	n=50	br=0.05	guessed br=0.05	Grant	1	0.0425266984787163	1.77053839639799
or=1	n=50	br=0.05	guessed br=0.05	metaumbrella	1	9.36578630143179e-05	1.21629382573431
or=1	n=50	br=0.05	guessed br=0.05	or = rr	1	-2.7602174346107e-05	1.92954875230999
or=1	n=50	br=0.05	guessed br=0.15	Di Pietrantonj	1	-0.12528257290115	1.48904598003626
or=1	n=50	br=0.05	guessed br=0.15	Grant	1	0.102407654031968	1.98515576507968
or=1	n=50	br=0.05	guessed br=0.15	metaumbrella	1	5.01922171099951e-05	1.22560336607523
or=1	n=50	br=0.05	guessed br=0.15	or = rr	1	0.000466444280751018	1.92649765952328
or=1	n=50	br=0.05	guessed br=0.4	Di Pietrantonj	1	-0.126139415738833	1.48595368312399
or=1	n=50	br=0.05	guessed br=0.4	Grant	1	0.215630897421289	1.12991839845514
or=1	n=50	br=0.05	guessed br=0.4	metaumbrella	1	-0.000792454612481429	1.218104879647
or=1	n=50	br=0.05	guessed br=0.4	or = rr	1	0.000379996845781254	1.92784683636496
or=1	n=50	br=0.05	guessed br=0.7	Di Pietrantonj	1	-0.125774716193586	1.49221368483551
or=1	n=50	br=0.05	guessed br=0.7	Grant	1	-0.363472312196021	1.68801413114577
or=1	n=50	br=0.05	guessed br=0.7	metaumbrella	1	0.00028933855698213	1.22336169569516
or=1	n=50	br=0.05	guessed br=0.7	or = rr	1	0.000193881368838976	1.92850554173526
or=1	n=50	br=0.15	guessed br=0.01	Di Pietrantonj	1	-0.0277319556719672	1.02383908311214
or=1	n=50	br=0.15	guessed br=0.01	Grant	1	0.00367360547374546	1.15622198610852
or=1	n=50	br=0.15	guessed br=0.01	metaumbrella	1	0.000465874795260671	0.845575379299655
or=1	n=50	br=0.15	guessed br=0.01	or = rr	1	-0.000591867218680189	1.11900133143321
or=1	n=50	br=0.15	guessed br=0.05	Di Pietrantonj	1	-0.028352722445965	1.02066087899639
or=1	n=50	br=0.15	guessed br=0.05	Grant	1	0.0254864628887686	1.09027309508801
or=1	n=50	br=0.15	guessed br=0.05	metaumbrella	1	0.000985937929888934	0.840750084708538
or=1	n=50	br=0.15	guessed br=0.05	or = rr	1	0.000154809525212714	1.1111017233982
or=1	n=50	br=0.15	guessed br=0.15	Di Pietrantonj	1	-0.0278583798422935	1.03128309621584
or=1	n=50	br=0.15	guessed br=0.15	Grant	1	0.0942468417479724	0.980394091038222
or=1	n=50	br=0.15	guessed br=0.15	metaumbrella	1	-5.80863546171225e-05	0.848356224618618
or=1	n=50	br=0.15	guessed br=0.15	or = rr	0.999966666666667	-0.000662697391946885	1.12153810428516
or=1	n=50	br=0.15	guessed br=0.4	Di Pietrantonj	1	-0.0277892848420399	1.03069080718867
or=1	n=50	br=0.15	guessed br=0.4	Grant	1	0.141433547893872	1.20727890888522
or=1	n=50	br=0.15	guessed br=0.4	metaumbrella	1	-0.000484166325546267	0.845672069055799
or=1	n=50	br=0.15	guessed br=0.4	or = rr	1	0.000232115765215373	1.11786710519891
or=1	n=50	br=0.15	guessed br=0.7	Di Pietrantonj	1	-0.0285258452343385	1.02191206914708
or=1	n=50	br=0.15	guessed br=0.7	Grant	1	-0.0801742950151441	0.334693393876787
or=1	n=50	br=0.15	guessed br=0.7	metaumbrella	1	-0.000890018048356574	0.839727146047612
or=1	n=50	br=0.15	guessed br=0.7	or = rr	1	-0.000661952102482831	1.10795643973051
or=1	n=50	br=0.4	guessed br=0.01	Di Pietrantonj	1	-0.000373167824795125	0.930584216986721
or=1	n=50	br=0.4	guessed br=0.01	Grant	0.980696782797133	4.99677026278475e-05	0.94678029176163
or=1	n=50	br=0.4	guessed br=0.01	metaumbrella	1	-0.000679212181407757	0.74274411891191
or=1	n=50	br=0.4	guessed br=0.01	or = rr	0.979433333333333	-0.000872190195888336	0.944138931505292
or=1	n=50	br=0.4	guessed br=0.05	Di Pietrantonj	1	-0.000208363094155921	0.937442283691162
or=1	n=50	br=0.4	guessed br=0.05	Grant	0.987747471037959	0.00343567927117737	0.958005740000391
or=1	n=50	br=0.4	guessed br=0.05	metaumbrella	1	0.000972214645069393	0.741144781904691
or=1	n=50	br=0.4	guessed br=0.05	or = rr	0.979566666666667	-0.0018258492974574	0.948792844236428
or=1	n=50	br=0.4	guessed br=0.15	Di Pietrantonj	1	-0.000273024496938787	0.933561813440352
or=1	n=50	br=0.4	guessed br=0.15	Grant	0.995959938889832	0.0203109023412916	0.973115961246616
or=1	n=50	br=0.4	guessed br=0.15	metaumbrella	1	9.9013622077093e-05	0.73679104752122
or=1	n=50	br=0.4	guessed br=0.15	or = rr	0.980466666666667	-0.000220466315457954	0.939605055564009
or=1	n=50	br=0.4	guessed br=0.4	Di Pietrantonj	1	-0.000189037575467728	0.935406647167937
or=1	n=50	br=0.4	guessed br=0.4	Grant	0.998456268995128	0.100875853723481	0.976308972978773
or=1	n=50	br=0.4	guessed br=0.4	metaumbrella	1	0.000381057246914094	0.743204805733838
or=1	n=50	br=0.4	guessed br=0.4	or = rr	0.979233333333333	0.00250194768873304	0.945921428352975
or=1	n=50	br=0.4	guessed br=0.7	Di Pietrantonj	1	-0.00026796387132427	0.93470578538256
or=1	n=50	br=0.4	guessed br=0.7	Grant	0.999178307313065	0.178852058431916	0.237089451445925
or=1	n=50	br=0.4	guessed br=0.7	metaumbrella	1	0.000546989243645176	0.740343123857753
or=1	n=50	br=0.4	guessed br=0.7	or = rr	0.979966666666667	0.00249556108378443	0.942275995185815
or=1	n=50	br=0.7	guessed br=0.01	Di Pietrantonj	1	0	0.952968832586691
or=1	n=50	br=0.7	guessed br=0.01	Grant	0.603633333333333	0.00213316753202433	0.98278497837873
or=1	n=50	br=0.7	guessed br=0.01	metaumbrella	1	-0.00279933876128323	0.777017526251563
or=1	n=50	br=0.7	guessed br=0.01	or = rr	0.601266666666667	0.00191083435444067	0.982056455877412
or=1	n=50	br=0.7	guessed br=0.05	Di Pietrantonj	1	0	0.954605413248531
or=1	n=50	br=0.7	guessed br=0.05	Grant	0.632466666666667	0.00671895654512543	0.991328362682203
or=1	n=50	br=0.7	guessed br=0.05	metaumbrella	1	-0.00450129936694151	0.773504386046702
or=1	n=50	br=0.7	guessed br=0.05	or = rr	0.6034	0.00566829080302044	0.986983023298708
or=1	n=50	br=0.7	guessed br=0.15	Di Pietrantonj	1	0	0.967835433513981
or=1	n=50	br=0.7	guessed br=0.15	Grant	0.716571657165717	0.00280846305584705	1.01874744775575
or=1	n=50	br=0.7	guessed br=0.15	metaumbrella	1	-0.00535851682549887	0.784642248122661
or=1	n=50	br=0.7	guessed br=0.15	or = rr	0.6023	-0.00163578572876595	0.995985883330629
or=1	n=50	br=0.7	guessed br=0.4	Di Pietrantonj	1	0	0.96537955874537
or=1	n=50	br=0.7	guessed br=0.4	Grant	0.893360981745249	0.0222563617742195	1.13362573023787
or=1	n=50	br=0.7	guessed br=0.4	metaumbrella	1	-0.0039087335258422	0.786470086205102
or=1	n=50	br=0.7	guessed br=0.4	or = rr	0.600553351778393	-0.00541503887414686	0.990474535070654
or=1	n=50	br=0.7	guessed br=0.7	Di Pietrantonj	1	0	0.953669272003999
or=1	n=50	br=0.7	guessed br=0.7	Grant	0.95787030524687	0.169040616641252	0.816555993616561
or=1	n=50	br=0.7	guessed br=0.7	metaumbrella	1	-0.00358167444699733	0.769191961814867
or=1	n=50	br=0.7	guessed br=0.7	or = rr	0.600933333333333	0.000483824693136601	0.979204380417076
or=1	n=75	br=0.01	guessed br=0.01	Di Pietrantonj	1	-0.103151011019221	2.29798751054645
or=1	n=75	br=0.01	guessed br=0.01	Grant	1	0.00523667070648883	3.87596794173915
or=1	n=75	br=0.01	guessed br=0.01	metaumbrella	1	0.000140104369469698	1.51713263331744
or=1	n=75	br=0.01	guessed br=0.01	or = rr	1	-0.000263051201596086	3.67677265525022
or=1	n=75	br=0.01	guessed br=0.05	Di Pietrantonj	1	-0.102559189258915	2.2898046117165
or=1	n=75	br=0.01	guessed br=0.05	Grant	1	0.032383813786896	3.39957787737559
or=1	n=75	br=0.01	guessed br=0.05	metaumbrella	1	-0.00101300554071379	1.49392133282094
or=1	n=75	br=0.01	guessed br=0.05	or = rr	1	-3.54299638194625e-06	3.67013881090509
or=1	n=75	br=0.01	guessed br=0.15	Di Pietrantonj	1	-0.102090161860422	2.26693434658562
or=1	n=75	br=0.01	guessed br=0.15	Grant	1	0.070349962786888	3.04833014834277
or=1	n=75	br=0.01	guessed br=0.15	metaumbrella	1	0.000555771537132903	1.46623506151714
or=1	n=75	br=0.01	guessed br=0.15	or = rr	1	-0.000115648795194043	3.63357681923838
or=1	n=75	br=0.01	guessed br=0.4	Di Pietrantonj	1	-0.102199296517344	2.34349108675287
or=1	n=75	br=0.01	guessed br=0.4	Grant	1	0.388088167016462	1.08351323527349
or=1	n=75	br=0.01	guessed br=0.4	metaumbrella	1	-0.000304333723823742	1.57670881454264
or=1	n=75	br=0.01	guessed br=0.4	or = rr	1	-6.93892938203536e-05	3.75671180426744
or=1	n=75	br=0.01	guessed br=0.7	Di Pietrantonj	1	-0.0999726570140039	2.3095584312654
or=1	n=75	br=0.01	guessed br=0.7	Grant	1	-0.334349304243198	2.20846269474605
or=1	n=75	br=0.01	guessed br=0.7	metaumbrella	1	-0.000402051254849271	1.51893547475124
or=1	n=75	br=0.01	guessed br=0.7	or = rr	1	0.000126051874237361	3.70864528971897
or=1	n=75	br=0.05	guessed br=0.01	Di Pietrantonj	1	-0.0893538345716161	1.33053727388738
or=1	n=75	br=0.05	guessed br=0.01	Grant	1	0.00674759717963261	1.63756732338197
or=1	n=75	br=0.05	guessed br=0.01	metaumbrella	1	-0.000354638768713237	1.16591455474035
or=1	n=75	br=0.05	guessed br=0.01	or = rr	1	-1.30331278441943e-05	1.54543075337096
or=1	n=75	br=0.05	guessed br=0.05	Di Pietrantonj	1	-0.0908799601954669	1.35074960287068
or=1	n=75	br=0.05	guessed br=0.05	Grant	1	0.0411196745423531	1.44955533842204
or=1	n=75	br=0.05	guessed br=0.05	metaumbrella	1	8.08241570129036e-05	1.18622140952969
or=1	n=75	br=0.05	guessed br=0.05	or = rr	1	-1.10526659778934e-05	1.56688218268045
or=1	n=75	br=0.05	guessed br=0.15	Di Pietrantonj	1	-0.0906617364837334	1.34390363218441
or=1	n=75	br=0.05	guessed br=0.15	Grant	1	0.112329246894183	1.45077059875851
or=1	n=75	br=0.05	guessed br=0.15	metaumbrella	1	0.000261713653766191	1.18062951646755
or=1	n=75	br=0.05	guessed br=0.15	or = rr	1	-0.00022839952830132	1.55606223704285
or=1	n=75	br=0.05	guessed br=0.4	Di Pietrantonj	1	-0.0884867143456061	1.35185841443187
or=1	n=75	br=0.05	guessed br=0.4	Grant	1	0.195613286599079	1.12046812695644
or=1	n=75	br=0.05	guessed br=0.4	metaumbrella	1	-5.09262302816593e-05	1.18891286035299
or=1	n=75	br=0.05	guessed br=0.4	or = rr	1	0.000146428374260017	1.57002649014114
or=1	n=75	br=0.05	guessed br=0.7	Di Pietrantonj	1	-0.0896548172592443	1.35546594447149
or=1	n=75	br=0.05	guessed br=0.7	Grant	1	-0.376035447946716	1.54318339137622
or=1	n=75	br=0.05	guessed br=0.7	metaumbrella	1	0.000655885838865602	1.18884882629974
or=1	n=75	br=0.05	guessed br=0.7	or = rr	1	-1.63359472472567e-05	1.56783529710785
or=1	n=75	br=0.15	guessed br=0.01	Di Pietrantonj	1	-0.00735936390101046	0.939736249973751
or=1	n=75	br=0.15	guessed br=0.01	Grant	1	0.00395719954066604	0.978677407710959
or=1	n=75	br=0.15	guessed br=0.01	metaumbrella	1	-0.000619500484883132	0.787525001465442
or=1	n=75	br=0.15	guessed br=0.01	or = rr	1	0.00120419698250053	0.973427510674394
or=1	n=75	br=0.15	guessed br=0.05	Di Pietrantonj	1	-0.00778668711931665	0.948319898620142
or=1	n=75	br=0.15	guessed br=0.05	Grant	1	0.0177410041519146	0.928844686488413
or=1	n=75	br=0.15	guessed br=0.05	metaumbrella	1	-0.000166526493717951	0.792301955460478
or=1	n=75	br=0.15	guessed br=0.05	or = rr	1	0.000537418080454465	0.977767703927695
or=1	n=75	br=0.15	guessed br=0.15	Di Pietrantonj	1	-0.0079606050253113	0.951418690027813
or=1	n=75	br=0.15	guessed br=0.15	Grant	1	0.0657879891916412	0.911220472980158
or=1	n=75	br=0.15	guessed br=0.15	metaumbrella	1	0.00117830815705238	0.794220384126314
